code,FacebookAI/xlm-roberta-large_max,FacebookAI/xlm-roberta-large_mean,avg
nhe_Latn,0.0097,0.0019,0.0097
ium_Thai,0.0,0.0,0.0
way_Latn,0.0,0.0,0.0
toh_Latn,0.0194,0.0035,0.0194
cya_Latn,0.0097,0.0023,0.0097
bps_Latn,0.0194,0.0093,0.0194
amk_Latn,0.0097,0.0019,0.0097
mlh_Latn,0.0097,0.0004,0.0097
agw_Latn,0.0097,0.0054,0.0097
tat_Cyrl,0.0097,0.0012,0.0097
byx_Latn,0.0,0.0,0.0
ksj_Latn,0.0,0.0,0.0
ssd_Latn,0.0194,0.0012,0.0194
awi_Latn,0.0097,0.0004,0.0097
nan_Latn,0.0,0.0,0.0
sps_Latn,0.0097,0.0008,0.0097
blh_Latn,0.0,0.0,0.0
kus_Latn,0.0291,0.0085,0.0291
cfm_Latn,0.0097,0.0008,0.0097
nwx_Deva,0.0097,0.0008,0.0097
myx_Latn,0.0097,0.0004,0.0097
nwi_Latn,0.0,0.0,0.0
mif_Latn,0.0097,0.0019,0.0097
njn_Latn,0.0194,0.0074,0.0194
mwv_Latn,0.0097,0.0058,0.0097
mta_Latn,0.0097,0.0039,0.0097
niy_Latn,0.0,0.0,0.0
mgh_Latn,0.0194,0.0035,0.0194
fin_Latn,0.835,0.4458,0.835
kkc_Latn,0.0,0.0,0.0
yon_Latn,0.0,0.0,0.0
maq_Latn,0.0097,0.0004,0.0097
snc_Latn,0.0097,0.0019,0.0097
smt_Latn,0.0097,0.0008,0.0097
mbf_Latn,0.4951,0.1724,0.4951
gul_Latn,0.068,0.035,0.068
kyu_Mymr,0.0,0.0,0.0
tro_Latn,0.0,0.0,0.0
kto_Latn,0.0194,0.0062,0.0194
icr_Latn,0.0485,0.0225,0.0485
kgf_Latn,0.0,0.0,0.0
jmc_Latn,0.0097,0.0004,0.0097
ace_Latn,0.0097,0.0085,0.0097
isl_Latn,0.7282,0.3542,0.7282
ivb_Latn,0.0097,0.0004,0.0097
npl_Latn,0.0194,0.0089,0.0194
kbh_Latn,0.0097,0.0062,0.0097
plw_Latn,0.0097,0.0004,0.0097
snd_Arab,0.4757,0.1748,0.4757
lwo_Latn,0.0097,0.0004,0.0097
spp_Latn,0.0097,0.0004,0.0097
tui_Latn,0.0097,0.0004,0.0097
lug_Latn,0.0194,0.0054,0.0194
ssg_Latn,0.0097,0.0016,0.0097
tew_Latn,0.0097,0.0066,0.0097
ukr_Cyrl,0.8544,0.4381,0.8544
mie_Latn,0.0097,0.0008,0.0097
ken_Latn,0.0097,0.0031,0.0097
kvg_Latn,0.0,0.0,0.0
ndc_Latn,0.0291,0.0105,0.0291
kup_Latn,0.0097,0.0027,0.0097
uzb_Latn,0.3786,0.1359,0.3786
mzl_Latn,0.0,0.0,0.0
rug_Latn,0.0097,0.0008,0.0097
nmh_Latn,0.0097,0.0023,0.0097
dik_Latn,0.0194,0.005,0.0194
mpp_Latn,0.0097,0.0016,0.0097
coe_Latn,0.0,0.0,0.0
pam_Latn,0.0583,0.0175,0.0583
kor_Latn,0.0,0.0,0.0
dyu_Latn,0.0,0.0,0.0
slk_Latn,0.7184,0.3301,0.7184
oss_Cyrl,0.0,0.0,0.0
amh_Latn,0.0,0.0,0.0
kik_Latn,0.0,0.0,0.0
pdc_Latn,0.0194,0.007,0.0194
wbm_Latn,0.0097,0.0008,0.0097
gum_Latn,0.0097,0.0027,0.0097
noa_Latn,0.0,0.0,0.0
xsm_Latn,0.0,0.0,0.0
urw_Latn,0.0291,0.0074,0.0291
nyf_Latn,0.0291,0.0101,0.0291
rai_Latn,0.0194,0.0062,0.0194
mww_Latn,0.0,0.0,0.0
njo_Latn,0.0194,0.005,0.0194
viv_Latn,0.0194,0.0078,0.0194
auc_Latn,0.0,0.0,0.0
avt_Latn,0.0097,0.0074,0.0097
qvm_Latn,0.0194,0.0016,0.0194
mnb_Latn,0.0194,0.0089,0.0194
xla_Latn,0.0097,0.0004,0.0097
quz_Latn,0.0194,0.0016,0.0194
acd_Latn,0.0097,0.0004,0.0097
mkl_Latn,0.0097,0.0004,0.0097
lai_Latn,0.0097,0.0019,0.0097
trn_Latn,0.0097,0.0012,0.0097
bmu_Latn,0.0097,0.0004,0.0097
are_Latn,0.0097,0.0082,0.0097
zos_Latn,0.0,0.0,0.0
ong_Latn,0.0,0.0,0.0
mzm_Latn,0.0,0.0,0.0
ngu_Latn,0.0097,0.0043,0.0097
lex_Latn,0.0194,0.0082,0.0194
nre_Latn,0.0097,0.0035,0.0097
agu_Latn,0.0,0.0,0.0
awk_Latn,0.0097,0.0012,0.0097
nhg_Latn,0.0097,0.0039,0.0097
czt_Latn,0.0194,0.0012,0.0194
toj_Latn,0.0194,0.005,0.0194
arb_Arab,0.1165,0.0318,0.1165
akp_Latn,0.0097,0.007,0.0097
ote_Latn,0.0,0.0,0.0
ruf_Latn,0.0291,0.0109,0.0291
