code,Qwen/Qwen3.5-9B-Base_max,Qwen/Qwen3.5-9B-Base_mean,avg
tew_Latn,0.0097,0.0006,0.0097
ukr_Cyrl,0.8155,0.5157,0.8155
tui_Latn,0.0291,0.0091,0.0291
lug_Latn,0.0971,0.0271,0.0971
spp_Latn,0.0194,0.005,0.0194
ssg_Latn,0.0291,0.0076,0.0291
ndc_Latn,0.1262,0.0465,0.1262
kvg_Latn,0.0097,0.0003,0.0097
uzb_Latn,0.4272,0.1633,0.4272
kup_Latn,0.0097,0.0024,0.0097
mzl_Latn,0.0097,0.0024,0.0097
mie_Latn,0.0194,0.0082,0.0194
ken_Latn,0.0194,0.0047,0.0194
kor_Latn,0.0097,0.0003,0.0097
dyu_Latn,0.0485,0.0156,0.0485
oss_Cyrl,0.1165,0.0406,0.1165
slk_Latn,0.767,0.4225,0.767
mpp_Latn,0.0194,0.0071,0.0194
dik_Latn,0.0291,0.005,0.0291
rug_Latn,0.0097,0.0047,0.0097
nmh_Latn,0.0097,0.0024,0.0097
coe_Latn,0.0194,0.0032,0.0194
pam_Latn,0.1165,0.0432,0.1165
pdc_Latn,0.1456,0.0671,0.1456
wbm_Latn,0.0097,0.0021,0.0097
kik_Latn,0.0583,0.0153,0.0583
amh_Latn,0.0097,0.0012,0.0097
gum_Latn,0.0194,0.0062,0.0194
xsm_Latn,0.0097,0.0003,0.0097
urw_Latn,0.0291,0.0071,0.0291
noa_Latn,0.0194,0.0047,0.0194
njo_Latn,0.0291,0.0074,0.0291
mww_Latn,0.0971,0.0277,0.0971
viv_Latn,0.0097,0.0015,0.0097
nyf_Latn,0.0583,0.0212,0.0583
rai_Latn,0.0388,0.0115,0.0388
qvm_Latn,0.0874,0.0274,0.0874
mnb_Latn,0.0388,0.0127,0.0388
quz_Latn,0.1553,0.0438,0.1553
xla_Latn,0.0097,0.0012,0.0097
auc_Latn,0.0097,0.0009,0.0097
avt_Latn,0.0291,0.0068,0.0291
trn_Latn,0.0291,0.0062,0.0291
bmu_Latn,0.0097,0.0012,0.0097
acd_Latn,0.0194,0.0035,0.0194
lai_Latn,0.0583,0.02,0.0583
mkl_Latn,0.0194,0.0038,0.0194
zos_Latn,0.0194,0.0029,0.0194
ong_Latn,0.0194,0.0059,0.0194
are_Latn,0.0194,0.0103,0.0194
ngu_Latn,0.0388,0.0132,0.0388
mzm_Latn,0.0097,0.0012,0.0097
awk_Latn,0.0194,0.005,0.0194
lex_Latn,0.0194,0.0068,0.0194
nre_Latn,0.0097,0.0056,0.0097
agu_Latn,0.0194,0.0097,0.0194
czt_Latn,0.0291,0.0056,0.0291
arb_Arab,0.7961,0.4304,0.7961
toj_Latn,0.0194,0.0088,0.0194
nhg_Latn,0.0291,0.0132,0.0291
ruf_Latn,0.0485,0.0138,0.0485
akp_Latn,0.0291,0.0074,0.0291
ote_Latn,0.0097,0.0009,0.0097
plu_Latn,0.0194,0.0068,0.0194
kqc_Latn,0.0194,0.01,0.0194
sbd_Latn,0.0194,0.0018,0.0194
quy_Latn,0.1165,0.0368,0.1165
mna_Latn,0.0291,0.0065,0.0291
sas_Latn,0.068,0.0259,0.068
qvn_Latn,0.0777,0.0244,0.0777
isn_Latn,0.0291,0.0097,0.0291
laj_Latn,0.0194,0.0047,0.0194
vun_Latn,0.0291,0.0053,0.0291
rmo_Latn,0.0583,0.0229,0.0583
mhx_Latn,0.0097,0.0021,0.0097
apn_Latn,0.0,0.0,0.0
nob_Latn,0.8544,0.5558,0.8544
urt_Latn,0.0194,0.0035,0.0194
gun_Latn,0.0485,0.02,0.0485
cmo_Latn,0.0291,0.0082,0.0291
lzh_Hani,0.6117,0.3263,0.6117
mbd_Latn,0.0291,0.005,0.0291
kno_Latn,0.0097,0.0009,0.0097
mas_Latn,0.0291,0.0127,0.0291
sna_Latn,0.2427,0.0771,0.2427
fil_Latn,0.5243,0.2189,0.5243
hun_Latn,0.8447,0.5099,0.8447
cha_Latn,0.0485,0.0203,0.0485
nhd_Latn,0.068,0.02,0.068
dop_Latn,0.0097,0.0006,0.0097
toi_Latn,0.0583,0.0229,0.0583
log_Latn,0.0097,0.0006,0.0097
gaa_Latn,0.0291,0.0106,0.0291
kor_Hang,0.9029,0.5655,0.9029
sig_Latn,0.0097,0.0003,0.0097
bpr_Latn,0.0291,0.005,0.0291
prf_Latn,0.068,0.0247,0.068
mse_Latn,0.0291,0.0088,0.0291
kan_Knda,0.2039,0.0791,0.2039
ibo_Latn,0.3592,0.135,0.3592
myy_Latn,0.0291,0.0079,0.0291
yaa_Latn,0.0194,0.0041,0.0194
abx_Latn,0.0388,0.0162,0.0388
mig_Latn,0.0194,0.0053,0.0194
dur_Latn,0.0097,0.0021,0.0097
hns_Latn,0.068,0.0256,0.068
tuk_Latn,0.3981,0.14,0.3981
big_Latn,0.0097,0.0018,0.0097
mal_Mlym,0.2039,0.0744,0.2039
fuv_Latn,0.0583,0.0159,0.0583
gom_Latn,0.0583,0.02,0.0583
dru_Latn,0.0291,0.0071,0.0291
mhy_Latn,0.0874,0.033,0.0874
acf_Latn,0.2621,0.0991,0.2621
rmn_Latn,0.068,0.0259,0.068
npo_Latn,0.0194,0.0035,0.0194
qvo_Latn,0.0485,0.0215,0.0485
cak_Latn,0.0388,0.0091,0.0388
ktb_Ethi,0.0194,0.0032,0.0194
plt_Latn,0.1845,0.0709,0.1845
njm_Latn,0.0194,0.0041,0.0194
bar_Latn,0.1942,0.0833,0.1942
bul_Cyrl,0.8544,0.5587,0.8544
jae_Latn,0.0194,0.0053,0.0194
yom_Latn,0.0291,0.0076,0.0291
etu_Latn,0.0194,0.005,0.0194
pua_Latn,0.0291,0.0082,0.0291
urd_Deva,0.3689,0.1536,0.3689
wuv_Latn,0.0291,0.0127,0.0291
ppo_Latn,0.0,0.0,0.0
bwu_Latn,0.0194,0.005,0.0194
hch_Latn,0.0097,0.0003,0.0097
guo_Latn,0.0194,0.0056,0.0194
cof_Latn,0.0291,0.0103,0.0291
mps_Latn,0.0097,0.0026,0.0097
gdn_Latn,0.0097,0.0009,0.0097
ixl_Latn,0.0194,0.0082,0.0194
cya_Latn,0.0291,0.0074,0.0291
toh_Latn,0.0291,0.0127,0.0291
amk_Latn,0.0194,0.0079,0.0194
bps_Latn,0.0388,0.0071,0.0388
nhe_Latn,0.0485,0.0106,0.0485
way_Latn,0.0097,0.0003,0.0097
ium_Thai,0.0097,0.0015,0.0097
awi_Latn,0.0291,0.0029,0.0291
nan_Latn,0.1553,0.0388,0.1553
ksj_Latn,0.0194,0.0029,0.0194
ssd_Latn,0.0291,0.005,0.0291
sps_Latn,0.0194,0.0035,0.0194
tat_Cyrl,0.3301,0.1036,0.3301
agw_Latn,0.0291,0.0118,0.0291
mlh_Latn,0.0194,0.0029,0.0194
byx_Latn,0.0194,0.0032,0.0194
nwi_Latn,0.0194,0.0032,0.0194
mif_Latn,0.0097,0.0044,0.0097
cfm_Latn,0.0291,0.0088,0.0291
nwx_Deva,0.0291,0.0053,0.0291
kus_Latn,0.0194,0.0088,0.0194
blh_Latn,0.0097,0.0006,0.0097
myx_Latn,0.0388,0.0135,0.0388
